epoch,train_error,validate_error
1,0.8247311287288406,0.7532751550174228
2,0.4954596533731417,0.5826410315212847
3,0.4623330858473145,0.5211125245991901
4,0.4505476152128471,0.43890549440438187
5,0.44452445233156984,0.5487628932980796
6,0.4419045384032495,0.5335479763682843
7,0.43873615459824783,0.5485395726236817
8,0.436880989061666,0.6546076345561952
9,0.4359348246052093,0.453674047442985
10,0.43227494492391816,0.4259680478279088
11,0.4307597726252893,0.6168266710306652
12,0.4309521973225906,0.502673206204367
13,0.4290806751170294,0.7389234261916938
14,0.42947344164957474,0.5103269854860125
15,0.4264354093248306,0.42830781803163304
16,0.4248537688175072,0.47530198110288935
17,0.42398071937828413,0.4173999765189427
18,0.4231607332806339,0.6364577770230495
19,0.4236935963867838,0.47671770744945613
20,0.4221175173417479,0.4227124910098733
21,0.4210267029937766,0.47772069287701857
22,0.4210552209965357,1.2058146974267467
23,0.425447422214959,0.4446769120961843
24,0.41880228849547413,0.4087779700761377
25,0.4182358393877357,0.5825513927413186
26,0.4191152479524444,0.6510931180673626
27,0.4186441105271525,0.6376534401036336
28,0.41801431622772245,0.45655605548033773
29,0.4165103083538542,0.4424010619747269
30,0.4155260709695722,0.4071002354003356
31,0.4150622102080237,0.507065524200979
32,0.41498900461312516,0.4861105303760733
33,0.4147975855134539,0.8073958232805291
34,0.4169581664816058,0.4239424269266997
35,0.41349367249940755,0.41309735153448995
36,0.4138554697370182,0.40077920184528837
37,0.41205072062603465,0.4434342759190079
38,0.4119582202073521,0.40516707610710717
39,0.4114086522452208,0.4463511031227307
40,0.4110912744938858,0.4663035835728438
41,0.4113555499126363,0.5038610384303779
42,0.4107960077158681,0.3978428018293419
43,0.40986703340780317,0.4760175967951573
44,0.40987991777928934,0.39884001054928153
45,0.4094889578029891,0.5951606239890861
46,0.4105929258976647,0.4192242164026678
47,0.4090153590475357,0.4797454548661749
48,0.4092042113994946,0.8099614746048189
49,0.4109690534730802,0.43447106685114445
50,0.4077489906180083,0.4324726711370504
51,0.4076993279394352,0.5905617847076523
52,0.40865433777768406,0.4237713597815914
53,0.40689566042787556,0.3988009016402801
54,0.40641300008901393,0.5148824698493587
55,0.40673922641009175,0.40148469675848514
56,0.40578036197942635,0.5184127850450198
57,0.40644833134024566,0.41418872640122634
58,0.4052345653204557,0.41059808038464185
59,0.4048660768536231,0.4277459932380239
60,0.4050944437067694,0.6108951618736824
61,0.40611139507858635,0.745483753915102
62,0.4067381090169322,0.6778600554529625
63,0.40645545483102824,0.39238462939764746
64,0.4035975465445012,0.3924150561247659
65,0.40366248985199643,0.6423686947965925
66,0.40482670338867166,0.44964563188376183
67,0.403268523583983,0.419421760606661
68,0.4027792619120627,0.41149402143580405
69,0.40312651007674116,0.6018745879503682
70,0.40404501379869084,0.4332153270889163
71,0.4025768807241372,0.48119127849645227
72,0.4021518786897166,0.3919724479206628
73,0.4016227333912082,0.9636433267602925
74,0.4054425345743664,0.39034938125999896
75,0.4008579443517535,0.4848102711061193
76,0.40198865830664227,0.46293682066920105
77,0.4010327687184139,0.47318360458627273
78,0.40114852841523885,0.6404847321064745
79,0.40250637027591213,1.0248593906683179
80,0.4048232410579397,0.47108195840175776
81,0.400298674053948,0.5440976929771614
82,0.40093836481965905,0.6738216237489881
83,0.4016657860965335,0.590975397729545
84,0.4006508615760953,0.38715408364208775
85,0.39860311238100626,0.4310615154926104
86,0.39900011036430255,0.3947894553459067
87,0.3981876133290058,0.3970968051309493
88,0.3982049259393762,0.6418288354732163
89,0.40051386984888243,0.5413844432712883
90,0.3989393484383241,0.39237315347274254
