epoch,train_error,validate_error
1,0.8029401358912098,0.556536363344244
2,0.4661955423247855,0.492684136772442
3,0.4493235516839847,0.5936160039184415
4,0.4398495019237977,0.7720637580654799
5,0.4336474779441077,1.2355581785383665
6,0.4297008236719898,0.9637492449672596
7,0.42583978757886665,1.1536256515373573
8,0.42291518819360446,0.4069376260711098
9,0.41793183951744867,0.4300972164255989
10,0.41679834238763436,2.9737966974552283
11,0.423945859557259,0.41836565840214396
12,0.4135495911647272,2.617400446999836
13,0.41909908049534056,1.9855649383412823
14,0.4150826217505968,0.4840180129335959
15,0.41030676066991184,0.7997461523917357
16,0.41013157383101884,0.39283429704803635
17,0.4081445231278075,3.3038234122802246
18,0.41805146002177,0.43654222622699385
19,0.4068511095670799,0.6434415989214975
20,0.40662480165880704,0.9813274693977199
21,0.40695428149380836,1.6925645579548534
22,0.4094235681932046,3.1489828281015466
23,0.41739265220228045,2.4637480053163134
24,0.41040481034209686,6.665694667436322
25,0.4415129670346158,0.762649771731014
26,0.40463860483126346,1.3514818001140305
27,0.40537383249020303,0.39077407263761255
28,0.40270095133445466,2.5934395864493847
29,0.40845008354969087,2.2986640926352986
30,0.4103072824290341,2.665598336152631
31,0.4126173493824551,1.6819158132593908
32,0.4067730037546931,1.278513725391011
33,0.40293234351789536,0.43429638132095155
34,0.40073642966290596,1.9364113051472955
35,0.40678910112874583,2.029966180689647
36,0.4064297436868187,0.38458040527559645
37,0.3996925452063596,3.3876586739844363
38,0.41000725364962043,1.881068559011534
39,0.4053141592845883,1.582197843775736
40,0.40311324797802256,0.7377269406418104
41,0.39903513299717797,0.8380958535289611
42,0.39860435234105623,0.39119713827102
43,0.3973248252728017,0.44607885550606685
44,0.39717484388270485,1.3628699933388617
45,0.39929397546391404,0.37964174450407656
46,0.39627131639036206,0.6920446797915677
47,0.3971961454433562,1.1014520420230334
48,0.39884991229518746,4.137542681342614
49,0.4113081385582395,1.5058083460867384
50,0.39993132382282215,0.41693955387318
51,0.3954657660511664,3.020252608721109
52,0.4043233087707987,0.862039833225101
53,0.39607485949223614,0.37778229392584345
54,0.3944694994715,0.38020948653808234
55,0.3943812957187159,1.0872652025466212
56,0.3965431813081022,4.008881633431715
57,0.40756607845401566,0.4935403333409001
58,0.3936161542760845,0.6243805333702989
59,0.3935569499933901,0.6281027120011143
60,0.39354700974950985,0.7732043200907309
61,0.3937892167832298,0.6845964916149547
62,0.39303252063072314,0.3749397021719974
63,0.39177071966828103,0.37971192066852727
64,0.3923694258660203,8.242767953793832
65,0.448924359008539,0.37532667721767476
66,0.3913871264301929,0.3745255244455371
67,0.39134018083364125,0.6465919070337123
68,0.3915044685339471,0.3758893997935096
69,0.3903519484588935,1.3515748126464118
70,0.39481857410557064,0.7730263587787211
71,0.39150141464662974,1.7194115900104967
72,0.39820528573531044,0.9887358135628745
73,0.3909760331644696,1.1588071874290646
74,0.3907199707883835,1.6085506999393393
75,0.3966481792694064,0.4061918407596018
76,0.3892322257886654,1.1667898910503547
