epoch,train_error,validate_error
1,2.0015113684860832,0.8584683642549971
2,0.6579501081194802,1.069490037049197
3,0.5316727522718754,0.5399309227755642
4,0.49113756002043324,0.656741034517834
5,0.47948950731433293,0.8971834192092659
6,0.4751781739444763,0.8503260290031365
7,0.4714466406521124,0.47780553322675295
8,0.4680193517677282,0.6483947145743941
9,0.46707777540775586,0.6451083548195063
10,0.46569906020851887,0.454008798484573
11,0.4639623887655309,0.4761822642811693
12,0.4630896589050953,0.5340625794262517
13,0.46268984006773006,0.5028639889164881
14,0.4619420430820074,0.768078317074308
15,0.46321733567114165,1.7238117925724192
16,0.4694986517175589,0.8300870345629654
17,0.46260036770279006,0.5849460420993111
18,0.46058544384038574,0.4493358938470886
19,0.4598660194753171,0.9539092876502658
20,0.4626494848660156,0.4965152543954303
21,0.4591009711446287,0.5401679635227721
22,0.45895777316966424,0.44625205027807857
23,0.4584129763117991,0.47952773874716975
24,0.45804805228490164,0.5351127028306396
25,0.45816106344823027,0.44324929037470906
26,0.457610083765289,0.4583131112796093
27,0.45753626919742496,0.6741796133919098
28,0.4583909444720867,0.44223965225257533
29,0.45725101812000496,0.4700697294778864
30,0.45695532230932245,0.5090602570738177
31,0.457457696246501,0.7560036581553143
32,0.45833599632430694,0.6900452639948076
33,0.4575863428028481,0.45555404351106293
34,0.4562121447292991,0.6602670605107882
35,0.4574985763587664,0.9782101720091574
36,0.45940961201207703,0.8018605880630355
37,0.4583467114566223,0.5171511495387467
38,0.45631575790273504,0.6199070583360289
39,0.45700127392456,0.5878142301327686
40,0.4568111208890571,0.6397292053473329
41,0.45678017655402303,0.666701764346154
42,0.457651825606903,1.0616740594874587
43,0.4592542828555245,0.8054618265201627
44,0.4574619346650876,0.44260927169887326
45,0.4552877781069396,0.44262574773799523
46,0.4554135924647516,1.1594483966850373
47,0.459010422040938,0.44223158615798674
48,0.4548762683235648,0.47940483984381005
49,0.45475730954174587,0.7420155790017828
50,0.4559988254488444,0.5580769169707304
