16,"16,8","16,8,8","16,16,8","16,16,8,8"
2.0015113684860832,1.1238780401044262,1.1157867440931439,0.72493790569947858,0.80294013589120983
0.65795010811948018,0.54836103731609276,0.64447758357286533,0.49802425760238589,0.46619554232478549
0.53167275227187538,0.50057535046944401,0.56903135525095039,0.4833318288140811,0.44932355168398469
0.49113756002043318,0.48142720055903498,0.53460843440235517,0.46744874737765718,0.43984950192379768
0.47948950731433287,0.47141098995160802,0.51752260646491688,0.45570594266833547,0.43364747794410768
0.47517817394447631,0.46179349358185839,0.5049457589424059,0.45409771126348508,0.42970082367198981
0.47144664065211239,0.45574572608888292,0.49550486011999501,0.44444901679556148,0.42583978757886659
0.46801935176772819,0.45083568732074791,0.48712349282822931,0.46436380867717542,0.42291518819360441
0.4670777754077558,0.4473105224429697,0.4802130557052055,0.43715318849546109,0.41793183951744861
0.46569906020851881,0.44325364650707089,0.4731856052555603,0.43304572926191548,0.4167983423876343
0.46396238876553092,0.44035840452105968,0.46810508075166363,0.44522801986397298,0.423945859557259
0.46308965890509529,0.4381470069459335,0.46454479569818169,0.4510729135016201,0.41354959116472723
0.46268984006773001,0.43611593404455801,0.45636055150433219,0.43399605201689451,0.4190990804953405
0.46194204308200743,0.43399395205173802,0.45295594432207031,0.43293835587538437,0.41508262175059679
0.46321733567114159,0.43202240424448768,0.44540564687420309,0.42907095523606448,0.41030676066991179
0.46949865171755889,0.43203191410594322,0.44073536185076878,0.44062889374811659,0.41013157383101878
0.46260036770279001,0.42925991611356817,0.43932345200025902,0.42463937213465502,0.40814452312780752
0.46058544384038569,0.44157188408587561,0.43534383735651427,0.42301856500279428,0.41805146002177002
0.45986601947531708,0.42672680205535019,0.45416802625512259,0.43909461963849611,0.40685110956707993
0.46264948486601559,0.425315480470076,0.42974129625016461,0.4876383017059967,0.40662480165880699
0.45910097114462872,0.42450157319428522,0.42900407079588782,0.42297601812170782,0.4069542814938083
0.45895777316966418,0.42481203254861771,0.42740727935722561,0.41909870522471399,0.40942356819320458
0.45841297631179911,0.43072542700760552,0.42531262900978251,0.44237688017614768,0.41739265220228039
0.45804805228490159,0.42186470335776988,0.42293184411215928,0.4163341431924959,0.4104048103420968
0.45816106344823021,0.42092854886736619,0.42400898321149638,0.4150923006851604,0.44151296703461579
0.457610083765289,0.42538909527220908,0.42094045198838409,0.41467622275962268,0.4046386048312634
0.45753626919742491,0.41944208911295,0.42220779769424038,0.41700794297031141,0.40537383249020298
0.45839094447208673,0.41854964063836531,0.41849783867843748,0.4137728017929167,0.4027009513344546
0.4572510181200049,0.41723977240478077,0.4182375273955608,0.42347337582408379,0.40845008354969081
0.4569553223093224,0.41745026608689512,0.41723784375276218,0.41346416390401419,0.41030728242903408
0.45745769624650101,0.41624346325581602,0.41713736971115328,0.41824996496823957,0.41261734938245509
0.45833599632430688,0.41707845258501741,0.4177693246063322,0.41408213919434861,0.40677300375469311
0.4575863428028481,0.41677731022076348,0.41720475766600262,0.4206574823241333,0.40293234351789531
0.45621214472929911,0.4152905365037447,0.41713837319830149,0.40888919860761852,0.4007364296629059
0.4574985763587664,0.41832470720344889,0.41476734597236969,0.41221588929929959,0.40678910112874578
0.45940961201207697,0.41425665181887789,0.4180109562787363,0.42413647314878528,0.40642974368681872
0.45834671145662231,0.41246474723103649,0.41541119520618758,0.409054881543154,0.39969254520635961
0.45631575790273499,0.41451663787038751,0.41531374138981447,0.41031172508345498,0.41000725364962037
0.45700127392456003,0.41260343563984159,0.41260395135300709,0.4247679023253057,0.4053141592845883
0.45681112088905712,0.41822219231114061,0.41408268671974602,0.40505892599763388,0.4031132479780225
0.45678017655402298,0.413339498514807,0.4115578428293647,0.40888208411104948,0.39903513299717791
0.45765182560690298,0.4099875326202867,0.41246389583175608,0.40470897934148942,0.39860435234105618
0.4592542828555245,0.4090290533530706,0.41064130438471308,0.40532461791972429,0.39732482527280172
0.45746193466508761,0.41020321554367412,0.4136849540738759,0.40912081664710259,0.3971748438827048
0.4552877781069396,0.40869909228963708,0.41494692748732842,0.42286440870269448,0.39929397546391399
0.4554135924647516,0.4112850014113632,0.41569839148045518,0.4008208261872262,0.39627131639036201
0.459010422040938,0.43049184865844681,0.40967935523763899,0.4015803216193537,0.39719614544335619
0.45487626832356481,0.40909583552902018,0.41037586685168298,0.39955547557444171,0.3988499122951874
0.45475730954174581,0.40720169178853621,0.40905604831205572,0.39950190086335802,0.4113081385582395
0.4559988254488444,0.40727817544444528,0.41179190567453461,0.4070321777717496,0.39993132382282209
0.45532000263178951,0.41191468549367177,0.40969429786815931,0.39922487542220081,0.3954657660511664
0.45698890725729951,0.40781194582900049,0.40895399670577531,0.40062693400187321,0.4043233087707987
0.45452728926147179,0.40778050380929559,0.41094889641078758,0.41143178636115579,0.39607485949223609
0.45400147470087898,0.40710409735183811,0.41428290329384593,0.4079176108997094,0.39446949947150001
0.45460114033799359,0.40586973294130663,0.40902572013219252,0.3995313038944403,0.39438129571871589
0.45502696755629202,0.4102151152524699,0.40730005436376232,0.39968476347794429,0.39654318130810218
0.45694038015544741,0.40505122851232928,0.41444327856867119,0.39555111479942129,0.4075660784540156
0.454376389054791,0.40427126286580861,0.40638234503769222,0.39553550498316598,0.39361615427608448
0.45415783769879958,0.41440659918420841,0.4073736569295191,0.4065219759595724,0.39355694999339008
0.45529265459320351,0.40389127485570958,0.41007691299799509,0.39429837596904338,0.39354700974950979
0.4535707925758119,0.40602019344048118,0.411616503094345,0.39587376018214809,0.39378921678322981
0.45389436606299638,0.40749971537950008,0.40655629450730779,0.39491593474344711,0.39303252063072308
0.4541636995495833,0.40613950635573048,0.4052377214234914,0.41096911996591218,0.39177071966828098
0.4539735694835601,0.40759690945362509,0.40978098086792381,0.39470913934265428,0.3923694258660203
0.45401380032286032,0.40401792353349669,0.40527135202063158,0.39275425158429672,0.448924359008539
0.453348740955275,0.40350512021500201,0.40501985792282807,0.39365162066799958,0.39138712643019291
0.45421288723484932,0.40338939953864839,0.40788556893205707,0.3939529326894019,0.39134018083364119
0.45492837169305639,0.40238576041736729,0.40637699442464131,0.40127473626071708,0.3915044685339471
0.45320718827608292,0.40441995665876301,0.40464543728749691,0.39170573096317229,0.39035194845889348
0.45409059521187189,0.40316293306226031,0.403192405818672,0.3918562502874875,0.39481857410557059
0.4565206461242709,0.40171669258425141,0.40332102485834359,0.39127442187852801,0.39150141464662969
0.45330510918259048,0.40536359377480158,0.40308804751031613,0.396636855439296,0.39820528573531039
0.45283397281719878,0.40087606731622422,0.4056422580240745,0.3901098325675611,0.39097603316446961
