epoch,train_error,validate_error
1,1.4767152268177868,0.6707280160464614
2,0.5942728243279646,0.5403009614652191
3,0.5080880064919486,0.6005580817658949
4,0.4941474721990432,0.672248179877675
5,0.4898403800094872,0.5170347334831807
6,0.48521978392302817,0.6367027690685897
7,0.4832623977497762,0.5299027086229251
8,0.4798646435064184,0.5536864019598212
9,0.47786660986460383,1.054216975614332
10,0.4794263719247816,0.5118006041183494
11,0.47305072763922085,0.5640835176487129
12,0.4714453659752084,0.9047707611610459
13,0.471969555695596,0.5719684358443395
14,0.4674782030497212,0.5345686973010083
15,0.4646348903972277,0.46061568969180255
16,0.4624173520217802,0.5333376525145355
17,0.46029918171290085,0.4564198824687495
18,0.45780018041139675,0.8375277796479433
19,0.45733167223420146,0.5411642116810037
20,0.45331713791796685,0.4677625284215637
21,0.449790589864208,0.5008202708417788
22,0.4470626953724334,0.5741041374686389
23,0.44445575039073004,0.7209875865381323
24,0.44291447672088163,0.4692525029417227
25,0.43898561345679543,0.6830003898609268
26,0.4378292655765079,1.0543741452544295
27,0.4381904703621182,0.6849277197049848
28,0.43346406880859956,0.5434864846759171
29,0.43066068701649135,0.527285485925351
30,0.4284295849802746,0.41551595188823015
31,0.42595345407269486,0.41269019568224985
32,0.4246499347703556,1.0665519824549006
33,0.42735334251526547,0.4877413404917635
34,0.4218824070775271,0.4919367541742974
35,0.42074580216540813,0.6202687876319224
36,0.4202101569645904,0.6721122670866524
37,0.4191885018761696,0.4759318720338921
38,0.41746248690246535,0.45136504844975267
39,0.41659434824198915,0.9327705548692675
40,0.41759261770730854,0.4045840995831325
41,0.4143255468659957,0.9807682206809167
42,0.41721158860419244,0.39715860240906575
43,0.4122042540046883,0.45748628087501386
44,0.4119670847550693,0.5366157184357189
45,0.41161159166006644,0.5115578191745587
46,0.4108115393621747,0.4801583368571688
47,0.4100633472035538,0.5363316306033421
48,0.40971812960742815,0.6650311964386886
49,0.410128493029962,0.992752867285215
50,0.4113461829097018,0.6306341629965085
51,0.4089921163654516,0.6015771823599037
52,0.4083869167382485,0.40532551279289974
53,0.4070721486961416,0.7500284669610703
54,0.40802145287733077,0.6497419887797254
55,0.4074738104464473,0.47892253059708545
56,0.40612328901309747,0.39654936436105487
57,0.40501835221089083,0.6322469735685842
58,0.40596588648150367,0.5353528643651077
59,0.4050404229177065,0.7529218170184959
60,0.4058990177731584,0.5376602766257003
61,0.4043107325341909,0.5103909147594513
62,0.40337446051622594,0.46259418663146235
63,0.40292269350655174,0.6392618055244786
64,0.40410235430844565,1.876369347553693
65,0.4121281865188319,0.5285021251453262
66,0.40309143042536355,0.7300713274018855
67,0.4036740848751514,0.3848738186554514
68,0.4016455944296018,1.1598053337949674
69,0.4048064189078185,0.38235858490268626
70,0.40017197814100747,0.4542953844564859
71,0.40021480366180556,0.6185423074807201
72,0.40069226580465306,0.3818388134662458
73,0.39947822418560813,0.9329335693090413
74,0.4017367691994489,0.3813802590939215
75,0.3987607221033257,0.3834348372847108
76,0.3986319090861142,0.601038471630115
77,0.3991227770928517,0.5880295834887468
78,0.3988143024137285,0.7130614445486404
79,0.3989977335447297,0.5596506885216445
80,0.39841334225333647,0.7002164420988151
81,0.39887037571304396,0.44944108392799687
82,0.39800377653109403,1.7001507281282864
83,0.40472652113759594,0.464811807546483
84,0.3965351743633648,0.48875263550892073
85,0.3965562768049145,0.5520893826585573
86,0.39636377862886546,0.3967394857714945
87,0.39521354283743043,0.42781961245586453
88,0.39558738979597785,0.43786136388818475
89,0.3951977866393347,0.40887451816850684
90,0.3949711629992266,0.37635001400686985
91,0.3939108648485389,0.4062398903605927
92,0.39433115942325575,0.8118086969925973
93,0.3960714118092615,0.5325527627962673
94,0.39424011852556035,0.5448100180601978
95,0.39384817912877235,0.8470757822245925
96,0.39610916769490967,0.43134943424945194
97,0.39244858951707906,0.4724129739838686
98,0.39207182529242257,0.37743767346107954
99,0.3915081204769182,0.44904591089518053
100,0.3914952202423064,0.4113717073017295
